loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,revol_bal,revol_util,total_acc,loan_status
10000.0, 36 months,8.0,313.37,A,8.0,MORTGAGE,84000.0,Verified,small_business,OH,2.63,0.0,0.0,16.0,5390.0,10.4,45.0,1
32250.0, 60 months,19.42,844.06,E,3.0,MORTGAGE,64480.0,Verified,debt_consolidation,GA,20.99,1.0,0.0,9.0,17264.0,72.5,30.0,1
25000.0, 36 months,10.36,501.15,B,5.0,MORTGAGE,80000.0,Source Verified,small_business,NV,13.21,0.0,1.0,6.0,12431.0,66.8,19.0,1
22000.0, 36 months,7.51,684.44,A,10.0,MORTGAGE,115000.0,Verified,small_business,MO,0.31,0.0,0.0,9.0,286.0,0.8,23.0,1
3500.0, 36 months,8.59,110.64,A,0.0,MORTGAGE,32500.0,Not Verified,educational,MN,7.83,0.0,0.0,5.0,1092.0,9.9,9.0,1
16000.0, 36 months,13.47,542.77,C,10.0,MORTGAGE,110004.0,Not Verified,debt_consolidation,OH,21.82,0.0,0.0,13.0,64362.0,47.7,30.0,1
5000.0, 36 months,7.88,156.41,A,4.0,RENT,34000.0,Verified,debt_consolidation,GA,24.62,0.0,2.0,7.0,4343.0,29.0,10.0,1
12000.0, 36 months,16.07,422.33,D,2.0,MORTGAGE,174000.0,Verified,debt_consolidation,TX,17.47,0.0,0.0,10.0,16662.0,89.6,19.0,1
6000.0, 36 months,7.9,187.75,A,10.0,RENT,34000.0,Not Verified,debt_consolidation,SD,5.54,0.0,0.0,6.0,6729.0,77.3,14.0,1
3500.0, 36 months,11.11,114.77,B,3.0,RENT,74880.0,Source Verified,car,PA,21.55,0.0,2.0,18.0,1621.0,30.0,24.0,1
3000.0, 36 months,11.89,99.5,B,2.0,RENT,30000.0,Not Verified,small_business,CA,18.28,0.0,0.0,9.0,14577.0,34.7,13.0,1
18000.0, 36 months,8.49,568.14,A,1.0,MORTGAGE,51996.0,Not Verified,debt_consolidation,CA,12.55,0.0,0.0,7.0,19091.0,77.6,9.0,1
16000.0, 60 months,16.45,242.51,E,1.0,OWN,42000.0,Not Verified,wedding,CA,18.57,0.0,0.0,25.0,14701.0,42.5,39.0,1
6625.0, 36 months,6.62,203.42,A,1.0,MORTGAGE,64000.0,Verified,credit_card,CA,8.38,0.0,1.0,9.0,18912.0,62.3,17.0,1
5000.0, 60 months,14.65,118.04,C,1.0,RENT,36000.0,Not Verified,debt_consolidation,FL,18.1,0.0,1.0,10.0,10799.0,53.0,18.0,1
4000.0, 60 months,17.99,101.56,E,0.0,RENT,26748.0,Verified,debt_consolidation,OH,24.08,0.0,1.0,6.0,3380.0,71.4,7.0,1
10000.0, 60 months,11.49,219.88,B,10.0,RENT,160396.0,Source Verified,small_business,NY,9.39,0.0,2.0,11.0,29792.0,48.1,24.0,1
10000.0, 36 months,12.42,334.16,B,0.0,OWN,39000.0,Not Verified,debt_consolidation,OR,18.58,0.0,0.0,5.0,12874.0,72.7,10.0,1
11225.0, 36 months,13.62,381.58,D,10.0,MORTGAGE,30000.0,Not Verified,debt_consolidation,MA,19.52,0.0,0.0,5.0,16670.0,71.7,25.0,1
2200.0, 36 months,13.23,74.38,C,0.0,RENT,12000.0,Source Verified,major_purchase,MO,4.8,1.0,0.0,6.0,2781.0,23.4,13.0,1
20000.0, 36 months,10.38,648.92,B,1.0,RENT,110000.0,Not Verified,major_purchase,NY,1.03,0.0,1.0,10.0,4345.0,11.4,23.0,1
1500.0, 36 months,11.86,49.73,B,2.0,MORTGAGE,21816.0,Verified,home_improvement,MI,9.68,0.0,0.0,3.0,459.0,2.8,6.0,1
24000.0, 60 months,14.17,560.56,C,3.0,MORTGAGE,133000.0,Verified,debt_consolidation,MA,15.31,0.0,1.0,10.0,37772.0,41.1,27.0,1
6000.0, 36 months,15.62,209.82,D,8.0,MORTGAGE,90000.0,Not Verified,credit_card,FL,16.96,0.0,0.0,16.0,14897.0,71.9,34.0,1
21600.0, 36 months,13.92,737.36,C,2.0,OWN,95000.0,Not Verified,debt_consolidation,GA,11.23,1.0,0.0,13.0,31904.0,63.1,26.0,1
25000.0, 60 months,21.74,686.79,F,8.0,RENT,120000.0,Verified,debt_consolidation,CA,12.77,0.0,0.0,10.0,14713.0,90.8,18.0,1
4000.0, 36 months,7.14,123.77,A,2.0,RENT,47004.0,Not Verified,other,TX,3.11,0.0,0.0,9.0,5963.0,24.8,11.0,1
5000.0, 36 months,9.88,161.06,B,2.0,RENT,50700.0,Not Verified,major_purchase,WY,22.91,0.0,1.0,10.0,13232.0,63.9,18.0,1
25000.0, 36 months,15.95,554.22,D,3.0,RENT,78000.0,Verified,debt_consolidation,FL,5.58,0.0,1.0,7.0,4132.0,81.4,29.0,1
4800.0, 36 months,15.23,166.94,C,2.0,RENT,48000.0,Source Verified,house,VA,2.08,0.0,2.0,3.0,4025.0,89.4,4.0,0
6200.0, 36 months,12.23,206.62,C,0.0,RENT,28800.0,Not Verified,credit_card,IL,12.17,0.0,1.0,7.0,5925.0,49.8,12.0,1
25000.0, 60 months,10.99,543.44,B,10.0,MORTGAGE,62695.0,Verified,debt_consolidation,NJ,3.79,0.0,0.0,11.0,7074.0,15.5,31.0,0
9000.0, 36 months,13.57,305.72,C,2.0,OWN,33300.0,Not Verified,debt_consolidation,NM,11.14,0.0,0.0,5.0,3279.0,41.0,11.0,1
11200.0, 36 months,5.42,337.8,A,1.0,MORTGAGE,96000.0,Not Verified,credit_card,FL,2.89,0.0,0.0,7.0,11759.0,19.7,23.0,1
7000.0, 36 months,7.51,217.78,A,2.0,MORTGAGE,44208.0,Not Verified,major_purchase,IL,3.58,0.0,1.0,4.0,6163.0,10.1,12.0,1
4000.0, 60 months,9.99,84.97,B,4.0,RENT,26400.0,Source Verified,other,LA,22.91,0.0,0.0,6.0,0.0,0.0,27.0,0
2000.0, 36 months,9.63,64.19,B,2.0,RENT,35000.0,Not Verified,medical,OH,10.66,0.0,0.0,3.0,2512.0,36.9,14.0,1
10000.0, 36 months,5.99,304.18,A,2.0,RENT,39500.0,Not Verified,moving,FL,10.09,0.0,2.0,6.0,1211.0,12.6,19.0,1
22750.0, 60 months,16.82,450.56,E,4.0,MORTGAGE,53004.0,Verified,debt_consolidation,AL,19.81,0.0,2.0,13.0,29811.0,56.4,39.0,1
8000.0, 60 months,14.17,186.86,C,5.0,MORTGAGE,42000.0,Not Verified,debt_consolidation,NV,11.31,0.0,2.0,12.0,8674.0,34.1,29.0,1
20000.0, 36 months,6.99,617.46,A,7.0,RENT,42224.0,Verified,major_purchase,OR,4.75,0.0,0.0,8.0,6048.0,43.2,20.0,1
2000.0, 36 months,11.49,65.95,B,10.0,MORTGAGE,91200.0,Not Verified,home_improvement,NV,23.61,0.0,0.0,14.0,13203.0,53.9,32.0,1
1800.0, 36 months,11.71,59.54,B,10.0,RENT,49000.0,Not Verified,medical,MI,15.33,0.0,1.0,5.0,4426.0,42.2,16.0,1
5500.0, 60 months,21.28,149.67,F,2.0,RENT,18000.0,Not Verified,debt_consolidation,TX,18.87,0.0,2.0,4.0,3088.0,70.2,4.0,0
18650.0, 36 months,9.91,601.0,B,0.0,MORTGAGE,50000.0,Verified,debt_consolidation,IL,21.31,0.0,1.0,7.0,23159.0,81.5,26.0,1
20000.0, 60 months,18.25,510.6,D,9.0,MORTGAGE,91140.0,Verified,other,MA,13.61,0.0,0.0,5.0,30789.0,85.7,18.0,1
8000.0, 36 months,11.78,264.88,C,1.0,RENT,52000.0,Not Verified,credit_card,CA,9.09,0.0,0.0,7.0,15217.0,58.1,10.0,1
12000.0, 60 months,11.71,265.18,B,10.0,MORTGAGE,48000.0,Not Verified,debt_consolidation,CT,23.3,0.0,0.0,8.0,15010.0,69.8,27.0,1
12000.0, 36 months,6.62,368.45,A,9.0,MORTGAGE,105000.0,Source Verified,credit_card,CA,17.83,0.0,0.0,14.0,37059.0,69.4,48.0,1
24925.0, 60 months,23.91,715.75,G,4.0,RENT,60000.0,Verified,credit_card,FL,17.74,0.0,2.0,19.0,14265.0,98.9,26.0,1
14500.0, 60 months,15.58,349.39,D,0.0,RENT,45500.0,Source Verified,debt_consolidation,VA,24.84,0.0,0.0,17.0,7716.0,77.2,26.0,1
4800.0, 60 months,14.59,113.17,D,4.0,MORTGAGE,65000.0,Not Verified,debt_consolidation,VA,10.47,0.0,0.0,5.0,7057.0,94.1,17.0,1
35000.0, 60 months,15.23,836.88,C,2.0,MORTGAGE,250000.0,Verified,home_improvement,IL,10.77,0.0,3.0,10.0,9520.0,58.0,26.0,1
1500.0, 36 months,10.99,49.11,B,0.0,RENT,33996.0,Not Verified,other,AZ,16.13,0.0,2.0,5.0,3641.0,41.4,14.0,1
10000.0, 36 months,14.11,342.29,D,6.0,MORTGAGE,160000.0,Verified,vacation,NV,9.27,1.0,0.0,15.0,10843.0,68.6,25.0,0
7500.0, 36 months,11.49,247.29,B,3.0,RENT,30000.0,Source Verified,car,KS,7.4,0.0,0.0,7.0,3990.0,23.7,13.0,1
2000.0, 36 months,13.61,67.98,C,4.0,RENT,50004.0,Verified,major_purchase,FL,12.0,0.0,0.0,8.0,2388.0,95.5,10.0,0
25000.0, 36 months,9.99,612.99,B,10.0,MORTGAGE,93000.0,Verified,major_purchase,WA,7.45,0.0,0.0,9.0,12566.0,29.2,18.0,1
9100.0, 36 months,12.42,304.08,B,6.0,MORTGAGE,66000.0,Source Verified,other,TX,18.51,0.0,1.0,11.0,9947.0,34.1,25.0,1
1500.0, 36 months,13.92,51.21,C,1.0,RENT,32000.0,Not Verified,major_purchase,CO,4.09,0.0,2.0,3.0,286.0,35.7,9.0,1
6225.0, 36 months,14.79,215.16,C,4.0,RENT,33500.0,Source Verified,debt_consolidation,FL,21.67,1.0,1.0,4.0,13816.0,85.8,19.0,1
16000.0, 60 months,15.99,389.01,D,10.0,MORTGAGE,38000.0,Not Verified,debt_consolidation,NC,9.63,0.0,0.0,4.0,12590.0,80.2,6.0,1
2400.0, 36 months,11.83,79.53,B,2.0,RENT,49800.0,Not Verified,other,PA,6.94,0.0,1.0,5.0,107.0,8.9,16.0,1
20000.0, 36 months,10.74,652.32,B,0.0,RENT,104000.0,Verified,debt_consolidation,NY,11.17,0.0,0.0,8.0,24211.0,57.6,14.0,1
5000.0, 36 months,7.68,155.95,A,0.0,OTHER,50000.0,Not Verified,credit_card,CO,8.47,0.0,0.0,6.0,14020.0,38.5,18.0,1
24000.0, 36 months,7.51,746.66,A,4.0,MORTGAGE,86000.0,Verified,debt_consolidation,GA,3.46,0.0,0.0,9.0,504.0,1.5,29.0,1
2000.0, 36 months,9.25,63.84,B,2.0,MORTGAGE,126500.0,Not Verified,home_improvement,MA,11.93,0.0,0.0,12.0,23562.0,83.7,30.0,1
12000.0, 36 months,11.14,393.65,B,5.0,MORTGAGE,85000.0,Source Verified,home_improvement,MA,6.58,0.0,0.0,7.0,0.0,0.0,30.0,1
15000.0, 36 months,15.99,527.29,D,8.0,RENT,90000.0,Verified,debt_consolidation,NY,24.81,0.0,0.0,16.0,34292.0,84.1,35.0,1
10000.0, 36 months,7.14,309.42,A,4.0,RENT,51996.0,Not Verified,other,MI,15.28,0.0,1.0,10.0,2400.0,8.9,36.0,1
17500.0, 36 months,17.93,632.06,E,6.0,MORTGAGE,92300.0,Source Verified,debt_consolidation,OH,20.06,0.0,1.0,17.0,23783.0,75.3,33.0,1
3600.0, 36 months,8.88,114.28,B,10.0,OWN,65000.0,Source Verified,major_purchase,KY,13.77,0.0,2.0,6.0,14593.0,80.2,23.0,1
2000.0, 36 months,10.36,64.88,B,3.0,RENT,53000.0,Source Verified,vacation,TX,1.86,0.0,3.0,15.0,5541.0,54.3,42.0,1
2500.0, 60 months,16.89,61.99,D,7.0,MORTGAGE,48000.0,Not Verified,home_improvement,WA,19.05,1.0,1.0,6.0,554.0,21.3,10.0,1
10000.0, 60 months,18.67,257.6,F,10.0,RENT,105785.0,Source Verified,moving,GA,21.09,1.0,2.0,10.0,30626.0,94.1,26.0,1
14400.0, 36 months,7.88,450.45,A,8.0,RENT,80400.0,Verified,debt_consolidation,PA,16.7,0.0,1.0,16.0,15884.0,50.6,32.0,1
6200.0, 36 months,10.65,201.96,B,10.0,MORTGAGE,24000.0,Not Verified,credit_card,AK,19.95,0.0,1.0,10.0,18210.0,55.2,11.0,1
9000.0, 36 months,7.14,278.46,A,9.0,RENT,60000.0,Not Verified,credit_card,CA,14.74,0.0,1.0,21.0,9715.0,7.4,35.0,1
10000.0, 60 months,12.98,227.43,C,10.0,RENT,47885.15,Verified,medical,PA,6.11,0.0,0.0,5.0,5954.0,14.7,5.0,1
10000.0, 36 months,14.26,343.06,C,6.0,RENT,93000.0,Not Verified,debt_consolidation,VA,4.27,0.0,3.0,7.0,4848.0,56.4,21.0,1
10000.0, 36 months,11.14,328.06,B,2.0,RENT,41004.0,Verified,home_improvement,DE,21.92,0.0,2.0,11.0,9042.0,16.2,17.0,1
1600.0, 36 months,13.92,54.62,C,9.0,MORTGAGE,72000.0,Not Verified,credit_card,CA,17.65,0.0,0.0,21.0,40106.0,80.4,34.0,1
25000.0, 60 months,14.46,587.69,D,4.0,MORTGAGE,99996.0,Verified,debt_consolidation,NY,10.68,0.0,1.0,12.0,20615.0,54.8,18.0,1
20000.0, 60 months,9.62,264.84,B,7.0,MORTGAGE,82000.0,Not Verified,debt_consolidation,WA,13.19,0.0,1.0,8.0,31729.0,60.3,32.0,1
8000.0, 36 months,13.92,273.1,C,10.0,RENT,41579.0,Not Verified,debt_consolidation,TX,23.69,0.0,0.0,9.0,9728.0,91.9,20.0,1
8000.0, 60 months,12.99,181.99,C,6.0,MORTGAGE,46800.0,Source Verified,car,OK,1.28,0.0,0.0,6.0,324.0,5.7,11.0,1
9750.0, 36 months,7.51,303.34,A,4.0,RENT,35000.0,Not Verified,debt_consolidation,HI,29.04,0.0,1.0,9.0,13275.0,51.7,19.0,0
20000.0, 36 months,7.88,625.63,A,0.0,MORTGAGE,110000.0,Verified,home_improvement,IL,5.68,0.0,1.0,13.0,9387.0,13.4,37.0,1
14000.0, 60 months,16.32,342.84,D,4.0,RENT,52000.0,Source Verified,debt_consolidation,CA,16.38,0.0,0.0,10.0,10366.0,80.6,29.0,1
5000.0, 36 months,6.76,153.85,A,10.0,MORTGAGE,75000.0,Not Verified,medical,NJ,2.32,0.0,0.0,14.0,2814.0,7.2,39.0,1
4000.0, 60 months,13.43,91.9,C,0.0,RENT,18720.0,Not Verified,moving,OR,7.69,0.0,2.0,7.0,1809.0,50.2,11.0,1
8000.0, 36 months,7.14,247.53,A,5.0,RENT,57996.0,Not Verified,other,MA,7.92,0.0,1.0,12.0,1994.0,9.7,18.0,1
20000.0, 36 months,14.61,689.51,D,9.0,MORTGAGE,84000.0,Verified,debt_consolidation,CO,15.8,0.0,2.0,15.0,68723.0,30.6,52.0,1
12000.0, 36 months,13.47,407.08,C,10.0,MORTGAGE,315000.0,Source Verified,debt_consolidation,NY,10.05,0.0,1.0,19.0,127192.0,67.0,34.0,1
12000.0, 36 months,11.99,398.52,B,5.0,RENT,52000.0,Source Verified,credit_card,IL,10.68,1.0,0.0,13.0,16619.0,92.3,47.0,1
20000.0, 60 months,17.27,499.96,D,1.0,RENT,65000.0,Verified,debt_consolidation,NJ,8.7,0.0,1.0,6.0,10770.0,90.5,10.0,1
26375.0, 60 months,19.91,697.46,E,10.0,MORTGAGE,58300.0,Verified,debt_consolidation,KY,23.22,0.0,1.0,12.0,15411.0,64.8,33.0,1
4500.0, 36 months,15.05,156.12,D,1.0,RENT,33000.0,Source Verified,car,LA,11.78,1.0,1.0,9.0,6063.0,49.3,31.0,1
28000.0, 60 months,18.64,720.81,E,2.0,MORTGAGE,120000.0,Verified,debt_consolidation,NY,10.18,0.0,3.0,9.0,35694.0,92.7,35.0,0
13600.0, 36 months,13.57,461.98,C,5.0,RENT,33736.32,Not Verified,debt_consolidation,VA,15.26,0.0,0.0,7.0,14707.0,66.2,17.0,1
4800.0, 36 months,14.27,164.69,C,2.0,RENT,48000.0,Not Verified,debt_consolidation,NJ,21.88,0.0,1.0,8.0,10637.0,73.4,8.0,0
10000.0, 36 months,10.25,323.85,B,2.0,MORTGAGE,86500.0,Not Verified,debt_consolidation,FL,12.12,0.0,0.0,9.0,10354.0,32.0,13.0,1
5000.0, 36 months,12.87,168.17,C,7.0,RENT,43200.0,Not Verified,other,CO,14.89,0.0,3.0,8.0,17123.0,75.8,13.0,1
3600.0, 36 months,9.7,76.31,B,10.0,RENT,30000.0,Not Verified,other,CA,15.04,0.0,0.0,22.0,2420.0,5.8,27.0,1
35000.0, 36 months,16.77,1243.85,D,10.0,OWN,100000.0,Verified,other,TX,18.19,0.0,1.0,8.0,41054.0,85.2,12.0,0
5300.0, 36 months,5.42,159.85,A,10.0,MORTGAGE,50205.0,Source Verified,debt_consolidation,MA,9.44,0.0,2.0,13.0,11456.0,22.4,21.0,1
8000.0, 60 months,16.32,195.91,D,2.0,RENT,35000.0,Not Verified,debt_consolidation,FL,17.73,0.0,2.0,12.0,7768.0,43.4,16.0,1
5600.0, 36 months,11.36,184.31,B,4.0,RENT,50000.0,Not Verified,educational,FL,24.82,0.0,1.0,13.0,11211.0,59.7,27.0,1
10200.0, 36 months,15.99,358.56,D,8.0,RENT,170000.0,Verified,debt_consolidation,CA,21.63,0.0,0.0,13.0,16527.0,76.5,29.0,1
1000.0, 36 months,9.62,32.09,B,10.0,OWN,45600.0,Not Verified,debt_consolidation,IL,11.02,0.0,1.0,9.0,3801.0,25.5,16.0,1
14000.0, 60 months,12.99,318.48,C,10.0,MORTGAGE,110000.0,Source Verified,debt_consolidation,VA,16.75,0.0,1.0,13.0,33998.0,63.3,49.0,1
16000.0, 36 months,11.83,530.15,B,10.0,MORTGAGE,50004.0,Verified,debt_consolidation,OH,19.03,0.0,4.0,8.0,10740.0,40.4,21.0,1
15000.0, 36 months,10.99,491.03,B,2.0,MORTGAGE,215000.0,Not Verified,home_improvement,TX,0.41,0.0,0.0,5.0,2583.0,15.9,12.0,1
12000.0, 60 months,13.49,276.06,C,10.0,MORTGAGE,110000.0,Not Verified,major_purchase,LA,11.67,0.0,2.0,6.0,294.0,11.8,23.0,1
16000.0, 60 months,17.51,402.05,E,10.0,RENT,55000.0,Verified,debt_consolidation,CA,18.63,0.0,1.0,8.0,18375.0,75.0,16.0,1
12250.0, 60 months,14.83,290.34,D,10.0,MORTGAGE,46747.0,Verified,debt_consolidation,NC,18.53,1.0,1.0,9.0,3427.0,74.5,44.0,1
8500.0, 36 months,6.54,260.68,A,3.0,OWN,21600.0,Verified,debt_consolidation,FL,21.83,0.0,0.0,6.0,11330.0,44.7,7.0,1
10000.0, 36 months,10.75,326.21,B,2.0,MORTGAGE,39996.0,Verified,debt_consolidation,AZ,1.65,0.0,1.0,3.0,1732.0,19.2,21.0,1
5000.0, 60 months,7.29,99.7,A,8.0,MORTGAGE,61200.0,Not Verified,car,PA,4.92,0.0,0.0,12.0,8486.0,10.8,28.0,1
12000.0, 60 months,13.43,275.69,C,2.0,RENT,72000.0,Not Verified,credit_card,NY,18.83,0.0,1.0,8.0,5291.0,55.7,18.0,1
10000.0, 36 months,8.59,316.11,A,5.0,RENT,102000.0,Not Verified,other,CA,9.33,0.0,0.0,7.0,2890.0,4.7,16.0,1
9600.0, 36 months,9.07,305.6,A,10.0,RENT,51996.0,Not Verified,vacation,MN,3.67,0.0,1.0,20.0,1631.0,1.3,48.0,1
16000.0, 60 months,17.27,399.97,D,2.0,RENT,50000.0,Source Verified,debt_consolidation,TX,11.04,0.0,0.0,10.0,15788.0,42.2,16.0,1
10000.0, 60 months,14.91,237.43,D,5.0,MORTGAGE,50000.0,Not Verified,debt_consolidation,MI,17.42,0.0,2.0,9.0,5731.0,56.2,20.0,1
11200.0, 60 months,16.89,277.69,D,3.0,MORTGAGE,69996.0,Not Verified,home_improvement,NY,5.01,4.0,0.0,8.0,3010.0,62.7,21.0,1
2400.0, 36 months,10.2,77.67,B,0.0,RENT,14000.0,Not Verified,educational,CA,0.86,0.0,1.0,4.0,185.0,1.7,6.0,1
9250.0, 36 months,15.21,321.61,D,5.0,MORTGAGE,75000.0,Verified,debt_consolidation,MO,21.79,0.0,0.0,13.0,32436.0,67.3,35.0,1
3000.0, 36 months,9.91,96.68,B,10.0,RENT,45600.0,Not Verified,major_purchase,CA,8.0,0.0,0.0,5.0,6283.0,52.4,25.0,1
5400.0, 36 months,12.61,180.94,D,2.0,RENT,40500.0,Not Verified,debt_consolidation,TN,12.12,1.0,0.0,5.0,4565.0,68.1,11.0,1
17500.0, 36 months,13.85,596.82,C,3.0,MORTGAGE,75000.0,Not Verified,small_business,IL,22.18,0.0,3.0,10.0,38537.0,88.0,24.0,0
30000.0, 60 months,20.99,497.01,F,10.0,MORTGAGE,156000.0,Verified,debt_consolidation,WA,16.46,1.0,2.0,19.0,56301.0,71.5,47.0,1
5975.0, 36 months,14.46,205.55,D,0.0,RENT,52000.0,Not Verified,other,CA,19.52,0.0,2.0,7.0,21888.0,81.9,18.0,1
4100.0, 36 months,17.58,147.37,D,1.0,RENT,44000.0,Source Verified,vacation,CO,12.86,0.0,0.0,5.0,1897.0,99.8,16.0,1
12000.0, 36 months,10.36,389.24,B,4.0,RENT,42000.0,Source Verified,small_business,GA,20.29,0.0,1.0,16.0,6835.0,56.5,16.0,0
8000.0, 36 months,10.46,259.87,B,10.0,RENT,120000.0,Not Verified,other,CA,11.28,0.0,1.0,10.0,63580.0,80.6,19.0,0
20000.0, 36 months,6.54,613.35,A,9.0,RENT,140000.0,Verified,debt_consolidation,CA,4.09,0.0,2.0,6.0,24917.0,26.2,14.0,1
5000.0, 36 months,10.08,161.53,B,6.0,OWN,48000.0,Not Verified,credit_card,OK,3.33,0.0,0.0,3.0,899.0,15.0,11.0,1
7500.0, 36 months,14.72,258.97,C,8.0,RENT,45600.0,Not Verified,debt_consolidation,WA,24.68,1.0,1.0,8.0,5653.0,46.3,21.0,1
13850.0, 36 months,12.68,464.53,C,7.0,MORTGAGE,47000.0,Source Verified,house,AL,22.54,0.0,1.0,6.0,2899.0,52.7,36.0,1
3800.0, 36 months,18.64,138.61,E,3.0,MORTGAGE,30000.0,Not Verified,credit_card,TX,19.0,0.0,0.0,5.0,3195.0,99.8,7.0,1
16000.0, 36 months,12.84,537.89,C,2.0,RENT,41900.0,Verified,debt_consolidation,TX,10.37,0.0,0.0,11.0,16016.0,84.7,20.0,1
8500.0, 36 months,13.23,287.35,C,2.0,RENT,45000.0,Verified,debt_consolidation,GA,7.23,0.0,3.0,8.0,5041.0,59.3,13.0,0
2400.0, 36 months,8.88,76.19,B,10.0,RENT,32280.0,Source Verified,major_purchase,CA,11.86,0.0,0.0,5.0,10308.0,81.2,8.0,1
15000.0, 36 months,8.94,476.58,A,8.0,MORTGAGE,101000.0,Not Verified,debt_consolidation,OR,3.07,0.0,1.0,16.0,13648.0,20.7,31.0,1
15000.0, 36 months,15.37,522.7,D,5.0,MORTGAGE,123000.0,Verified,debt_consolidation,CA,6.52,0.0,0.0,11.0,92391.0,72.6,16.0,1
6500.0, 36 months,10.65,211.73,B,2.0,MORTGAGE,56650.0,Not Verified,debt_consolidation,MA,0.0,0.0,2.0,2.0,0.0,0.0,7.0,1
3000.0, 36 months,11.83,99.41,B,9.0,RENT,56400.0,Not Verified,home_improvement,NY,15.94,0.0,1.0,6.0,3066.0,57.8,28.0,1
8000.0, 60 months,11.12,174.42,B,3.0,RENT,38790.0,Verified,debt_consolidation,VT,14.42,0.0,0.0,11.0,10446.0,43.9,19.0,1
2200.0, 36 months,11.99,73.07,B,1.0,RENT,46080.0,Source Verified,other,MN,11.43,0.0,3.0,14.0,2132.0,13.2,31.0,1
5375.0, 36 months,12.69,180.31,B,2.0,RENT,23400.0,Verified,debt_consolidation,WI,23.38,0.0,1.0,6.0,7117.0,61.4,11.0,1
26400.0, 60 months,11.71,583.4,B,3.0,RENT,85000.0,Verified,house,FL,9.66,0.0,3.0,6.0,1619.0,6.9,36.0,1
4500.0, 36 months,12.42,150.37,B,10.0,RENT,62000.0,Source Verified,other,FL,15.23,0.0,0.0,7.0,7944.0,70.3,13.0,0
8500.0, 36 months,12.42,284.03,B,5.0,MORTGAGE,54000.0,Source Verified,home_improvement,WI,15.13,0.0,3.0,9.0,13728.0,44.0,29.0,1
3500.0, 36 months,5.42,105.56,A,10.0,MORTGAGE,72000.0,Verified,major_purchase,MN,7.43,0.0,0.0,7.0,3660.0,14.4,21.0,1
3650.0, 36 months,9.63,117.15,A,2.0,RENT,110000.0,Verified,credit_card,NJ,15.75,0.0,2.0,13.0,35544.0,67.6,30.0,1
25000.0, 60 months,17.58,629.14,D,5.0,MORTGAGE,116000.0,Verified,debt_consolidation,IL,19.12,0.0,0.0,11.0,28687.0,77.1,35.0,1
30000.0, 60 months,18.25,765.89,F,10.0,MORTGAGE,65000.0,Verified,debt_consolidation,IL,20.05,0.0,2.0,12.0,38197.0,83.9,45.0,1
23750.0, 36 months,13.47,805.67,C,4.0,RENT,120000.0,Source Verified,credit_card,TX,24.5,0.0,0.0,14.0,81833.0,84.6,36.0,1
11325.0, 36 months,10.65,368.9,B,7.0,MORTGAGE,25920.0,Not Verified,house,FL,18.89,0.0,1.0,2.0,18905.0,42.0,12.0,1
5000.0, 36 months,5.42,150.8,A,10.0,MORTGAGE,50000.0,Not Verified,home_improvement,FL,10.3,0.0,1.0,10.0,601.0,60.1,23.0,0
6000.0, 36 months,11.99,199.26,B,2.0,MORTGAGE,29004.0,Source Verified,debt_consolidation,OH,13.86,0.0,0.0,14.0,11365.0,51.4,17.0,1
13800.0, 36 months,13.99,471.59,C,4.0,RENT,67300.0,Verified,debt_consolidation,VA,11.34,0.0,1.0,9.0,23639.0,71.6,17.0,1
7350.0, 36 months,6.92,226.68,A,1.0,RENT,12480.0,Not Verified,small_business,OH,1.54,0.0,2.0,5.0,119.0,0.5,15.0,1
8000.0, 36 months,6.99,246.99,A,10.0,OWN,36000.0,Not Verified,home_improvement,NY,5.27,0.0,0.0,5.0,585.0,4.3,16.0,1
18000.0, 36 months,9.99,580.73,B,0.0,RENT,66000.0,Not Verified,credit_card,CO,21.67,0.0,3.0,12.0,23784.0,59.9,16.0,1
11200.0, 36 months,7.14,346.52,A,9.0,MORTGAGE,46873.12,Not Verified,debt_consolidation,NH,9.81,0.0,1.0,14.0,13868.0,15.0,35.0,1
10700.0, 36 months,12.42,357.55,B,4.0,RENT,68000.0,Source Verified,debt_consolidation,AZ,16.41,0.0,1.0,7.0,5192.0,66.6,12.0,1
12500.0, 36 months,14.26,428.83,C,4.0,MORTGAGE,33000.0,Verified,debt_consolidation,MN,8.11,0.0,2.0,22.0,16941.0,36.5,33.0,1
11200.0, 36 months,6.92,345.42,A,2.0,RENT,86700.0,Verified,credit_card,CA,24.9,0.0,1.0,11.0,7879.0,15.2,39.0,1
5000.0, 60 months,15.28,119.69,D,10.0,MORTGAGE,63000.0,Verified,major_purchase,MA,10.91,0.0,3.0,10.0,12425.0,68.8,57.0,1
4000.0, 60 months,13.49,92.02,C,5.0,RENT,54996.0,Source Verified,debt_consolidation,FL,11.11,0.0,0.0,10.0,3609.0,45.7,16.0,1
7200.0, 36 months,10.95,235.54,B,0.0,RENT,71604.0,Not Verified,moving,IL,11.93,0.0,6.0,13.0,4931.0,8.5,37.0,1
2000.0, 36 months,15.62,69.94,D,4.0,MORTGAGE,45000.0,Not Verified,debt_consolidation,SC,8.03,0.0,0.0,9.0,4592.0,70.6,11.0,1
11000.0, 36 months,9.91,354.48,B,4.0,RENT,32000.0,Verified,debt_consolidation,WI,23.66,0.0,0.0,12.0,9437.0,39.0,20.0,1
